income,debtRatio,latePayments,creditUtilization,risk
5880.49,0.399946,3,0.342473,1
5516.32,0.258643,3,0.464148,0
7490.65,0.015678,0,0.132733,0
7364.86,0.952519,1,0.300478,1
2056.91,0.449899,5,0.742915,1
5120.07,0.449354,1,0.448629,0
9514.75,0.637853,5,0.858607,1
7433.53,0.630419,5,0.576498,1
8291.72,0.782932,4,0.456737,1
4769.13,0.544769,4,0.710484,1
2292.54,0.955905,4,0.317341,1
12047.95,0.231380,5,0.738877,1
11135.10,0.456919,2,0.685461,0
3395.57,0.651666,1,0.781095,1
3395.63,0.027426,3,0.651852,0
4003.32,0.136302,4,0.566981,1
7792.16,0.813183,0,0.972421,1
10091.36,0.768787,4,0.107765,1
7950.91,0.692862,0,0.004384,0
2660.83,0.739897,5,0.775121,1
13309.22,0.344906,3,0.224791,0
4839.61,0.926052,3,0.423013,1
3205.00,0.710144,2,0.237176,1
6197.32,0.628655,3,0.121533,1
12353.64,0.364700,5,0.637497,1
9412.81,0.747828,0,0.616259,0
5705.94,0.939949,4,0.139062,1
3076.93,0.924458,4,0.152221,1
10638.77,0.273593,0,0.861585,0
7201.71,0.176842,4,0.745914,1
4170.55,0.359760,5,0.298913,1
12089.67,0.266124,4,0.435866,0
3131.63,0.231471,1,0.223261,0
9122.27,0.782501,0,0.955498,1
13472.96,0.297839,5,0.161289,0
7243.02,0.412891,5,0.802631,1
8357.30,0.385374,1,0.042090,0
14380.64,0.776091,2,0.437451,0
9110.45,0.295909,1,0.761165,0
14971.95,0.753833,3,0.049841,0
5124.06,0.256561,1,0.792041,0
2464.14,0.165182,0,0.103498,0
9811.14,0.152325,2,0.153747,0
7856.30,0.022910,5,0.932895,1
6315.44,0.098399,4,0.459423,0
3554.79,0.061578,4,0.056753,0
12656.68,0.858902,2,0.302715,0
13077.86,0.515379,0,0.109857,0
4683.71,0.412862,5,0.720771,1
14565.91,0.975084,2,0.185446,0
12064.43,0.330273,4,0.405864,0
12559.48,0.814055,1,0.591042,0
14476.19,0.853288,5,0.728736,1
2450.19,0.238313,2,0.043308,0
10906.94,0.784417,3,0.123649,1
8126.75,0.492185,5,0.188172,1
5874.71,0.679565,3,0.630080,1
8261.84,0.469729,1,0.499822,0
12483.23,0.547062,0,0.854822,0
13642.71,0.937198,2,0.872398,1
9656.84,0.908396,1,0.696491,1
11714.33,0.824314,4,0.107393,1
10417.18,0.781840,0,0.227259,0
10008.43,0.436753,4,0.672523,1
10150.14,0.111155,5,0.095928,0
8079.13,0.777704,1,0.283175,0
2899.32,0.890418,2,0.353282,1
9223.08,0.654007,5,0.744600,1
13934.50,0.268730,1,0.894242,0
9605.14,0.284112,1,0.860393,0
13487.30,0.020507,1,0.690564,0
4551.33,0.234826,4,0.499508,1
9363.00,0.534380,0,0.408674,0
12075.62,0.180478,3,0.190451,0
11788.01,0.053418,2,0.174504,0
2815.53,0.972078,3,0.673602,1
2393.08,0.526741,3,0.624573,1
4130.51,0.672512,1,0.563366,1
3105.25,0.316318,5,0.002873,1
6621.64,0.326539,2,0.661989,0
10870.48,0.891765,5,0.809253,1
12189.59,0.940842,5,0.895947,1
13345.19,0.306568,4,0.164057,0
7290.21,0.085732,4,0.723402,1
14465.14,0.942164,2,0.779197,1
8741.24,0.646071,3,0.021980,0
7982.53,0.158553,4,0.711702,1
5184.60,0.918113,4,0.369689,1
12934.18,0.281624,1,0.561424,0
8296.30,0.595774,0,0.005598,0
8754.48,0.430883,5,0.476714,1
7071.76,0.288630,3,0.818730,1
5793.45,0.804851,3,0.882960,1
7637.66,0.932677,4,0.280554,1
12018.17,0.585588,3,0.928738,1
3936.65,0.684277,1,0.706289,1
5926.28,0.219949,4,0.037849,0
2236.36,0.845237,4,0.780638,1
11266.07,0.491089,3,0.312912,0
2543.89,0.582055,4,0.835356,1
4147.60,0.966574,2,0.033152,1
13689.55,0.879413,2,0.985419,1
14264.10,0.635618,1,0.777427,0
14596.77,0.008547,4,0.252811,0
13097.41,0.428535,1,0.927497,0
12000.14,0.742246,2,0.760090,1
10580.27,0.242039,2,0.225628,0
12392.27,0.062201,3,0.156615,0
2272.18,0.898209,5,0.624953,1
12644.16,0.447862,2,0.968757,1
7677.32,0.378701,0,0.973877,0
12512.78,0.164622,5,0.128601,0
12535.29,0.866081,0,0.391970,0
7388.44,0.599578,1,0.393948,0
9961.91,0.350412,2,0.099206,0
14762.39,0.708757,0,0.690020,0
8652.83,0.120026,2,0.980631,0
12477.87,0.891577,4,0.095665,1
8201.74,0.870814,5,0.682275,1
14611.66,0.019191,2,0.908200,0
9317.31,0.919685,3,0.545673,1
2352.34,0.726247,2,0.144231,1
12774.16,0.624618,3,0.512715,1
3917.32,0.212198,0,0.494636,0
6434.58,0.537348,2,0.080404,0
7327.98,0.024555,4,0.692588,1
13920.21,0.183401,5,0.017474,0
2182.68,0.023309,2,0.424585,0
6618.32,0.436226,3,0.631344,1
9094.53,0.180805,4,0.376516,0
2941.86,0.588517,2,0.615800,1
7723.08,0.208069,2,0.231734,0
8759.42,0.028462,1,0.916232,0
6873.42,0.337597,3,0.283755,0
11869.46,0.505665,3,0.143874,0
4830.49,0.020631,4,0.836772,1
2376.09,0.650732,1,0.771118,1
3709.47,0.676278,1,0.070981,0
11112.78,0.865354,2,0.036507,0
11805.16,0.808931,3,0.131103,1
5220.48,0.812898,0,0.844600,1
7002.00,0.995978,2,0.210677,1
4821.21,0.280588,3,0.398861,0
2389.49,0.300133,3,0.907826,1
5244.44,0.992028,5,0.040961,1
3597.60,0.255854,3,0.289619,0
8349.05,0.529638,5,0.876488,1
13069.20,0.762343,4,0.029485,1
2171.26,0.095856,0,0.418502,0
5231.67,0.653897,4,0.590120,1
10539.31,0.098352,3,0.858718,0
12271.86,0.797084,4,0.564790,1
14107.65,0.661183,1,0.315422,0
4427.14,0.202434,4,0.406506,1
7470.26,0.769112,5,0.951094,1
10172.79,0.066952,1,0.064820,0
11096.31,0.404941,1,0.436856,0
5173.88,0.887620,4,0.610969,1
11423.84,0.923995,5,0.680223,1
9256.90,0.285794,1,0.761403,0
13331.84,0.436065,4,0.993578,1
3780.76,0.475805,0,0.651260,0
2285.71,0.067772,0,0.461274,0
11142.42,0.955442,0,0.542558,0
7684.43,0.818729,4,0.445816,1
8934.16,0.452207,1,0.381157,0
8608.25,0.452968,4,0.334693,1
6041.36,0.068935,5,0.742665,1
7544.31,0.972989,0,0.081277,0
4797.13,0.189518,4,0.170232,0
7285.53,0.800643,4,0.766694,1
5625.58,0.481154,5,0.854713,1
12805.41,0.524834,0,0.984407,0
13852.99,0.468548,4,0.423303,0
12019.95,0.122748,3,0.903712,0
10446.28,0.143255,3,0.035740,0
5925.15,0.473169,2,0.933842,1
13530.66,0.618427,0,0.426443,0
7962.92,0.985815,1,0.544833,1
11127.63,0.337025,0,0.687253,0
6325.85,0.105339,3,0.181102,0
10631.99,0.270768,0,0.120910,0
10450.79,0.790743,4,0.734210,1
7764.88,0.111424,5,0.986405,1
9075.65,0.756397,1,0.093062,0
13492.84,0.888243,5,0.332553,1
4323.15,0.966148,5,0.903512,1
14674.93,0.150288,4,0.206009,0
12254.41,0.043182,4,0.587046,0
5219.97,0.187711,1,0.143906,0
9455.29,0.040040,5,0.939769,1
12858.55,0.793874,0,0.835026,0
13220.75,0.082607,5,0.043510,0
7902.09,0.157216,0,0.876713,0
12530.65,0.444646,3,0.163446,0
3023.13,0.169152,0,0.823490,0
3251.71,0.895008,5,0.612428,1
4499.76,0.748344,1,0.306956,1
2581.36,0.962753,3,0.236027,1
7485.77,0.847941,3,0.104450,1
7144.00,0.507208,1,0.325508,0
11721.73,0.297275,3,0.457517,0
8331.62,0.077978,4,0.717660,1
4529.78,0.833475,3,0.306932,1
8794.20,0.447468,0,0.750200,0
5693.93,0.632251,4,0.641684,1
7970.44,0.093126,4,0.187974,0
4501.02,0.288864,0,0.493948,0
10656.68,0.165102,3,0.480976,0
12092.92,0.045912,3,0.438441,0
9891.35,0.037360,5,0.543590,0
14771.19,0.065415,1,0.561645,0
3145.10,0.068379,5,0.561149,1
4732.13,0.134733,0,0.508067,0
3227.28,0.200385,1,0.272276,0
11788.51,0.445228,0,0.457152,0
12084.74,0.144090,0,0.186763,0
4608.83,0.701093,2,0.508792,1
11100.76,0.573295,2,0.156746,0
7474.74,0.598739,0,0.460852,0
5739.37,0.842172,3,0.435059,1
6772.01,0.449064,0,0.415090,0
9040.24,0.546981,4,0.091560,1
4545.53,0.365249,4,0.015047,0
12405.40,0.675156,3,0.401919,1
4849.50,0.464713,0,0.039061,0
10264.94,0.204183,0,0.796268,0
5780.12,0.523069,0,0.512316,0
7844.04,0.026441,2,0.377565,0
13214.73,0.055985,0,0.361684,0
2858.13,0.387342,5,0.139174,1
11238.53,0.247113,3,0.288132,0
3281.48,0.703112,0,0.278110,0
13965.87,0.950640,0,0.833811,1
2643.42,0.929482,2,0.951171,1
13344.60,0.569986,4,0.178871,0
13571.06,0.602487,3,0.514497,1
6012.56,0.491232,3,0.433585,1
13972.76,0.392691,4,0.454916,0
14179.37,0.452947,1,0.094767,0
12592.45,0.458038,1,0.728045,0
3016.52,0.317912,2,0.972653,1
13210.62,0.951897,2,0.977782,1
13030.06,0.521427,4,0.875893,1
12362.25,0.395083,3,0.684485,0
11322.15,0.560364,1,0.171524,0
9362.96,0.885118,4,0.631614,1
5003.46,0.287687,2,0.095866,0
13191.11,0.119785,5,0.678090,1
3429.93,0.539289,4,0.233966,1
8412.46,0.696263,3,0.164320,1
11474.11,0.583891,4,0.653592,1
2044.85,0.593893,1,0.884514,1
2586.84,0.541600,0,0.250561,0
4015.83,0.853865,0,0.177949,0
8520.33,0.767870,4,0.707381,1
10491.80,0.659452,2,0.728909,1
8332.55,0.747470,0,0.308827,0
6118.26,0.783297,0,0.837084,1
6600.14,0.841330,3,0.959878,1
7700.32,0.683229,2,0.507445,1
11737.82,0.117007,0,0.109804,0
14519.78,0.543704,5,0.102890,0
10711.77,0.584855,1,0.078573,0
6271.40,0.930569,5,0.131566,1
14761.08,0.775241,5,0.514209,1
7268.36,0.943545,1,0.955730,1
2196.45,0.647342,0,0.088611,0
13574.59,0.830313,2,0.402892,0
7447.63,0.760148,5,0.265593,1
2756.74,0.346033,4,0.559875,1
7910.92,0.268475,2,0.011873,0
11989.71,0.415610,3,0.762998,1
4835.93,0.501697,5,0.901570,1
10158.12,0.738604,3,0.651981,1
9013.32,0.486992,2,0.848938,1
5907.11,0.704183,3,0.990787,1
6268.08,0.261835,0,0.395039,0
12615.51,0.951495,5,0.920078,1
14236.78,0.852377,2,0.042819,0
14999.05,0.618645,0,0.682151,0
13974.91,0.458360,1,0.306647,0
7140.68,0.480131,2,0.037602,0
11023.39,0.439759,1,0.503648,0
11028.49,0.656939,2,0.039683,0
6569.85,0.267300,4,0.601027,1
5548.80,0.399821,5,0.426613,1
6363.53,0.405101,0,0.145190,0
10969.93,0.645985,3,0.239738,0
2953.95,0.362031,5,0.824627,1
3476.07,0.737843,1,0.486352,1
12040.29,0.662663,0,0.407883,0
7952.63,0.454078,2,0.411315,0
4822.93,0.395980,0,0.312993,0
2201.75,0.936758,4,0.537948,1
13582.90,0.409175,3,0.149530,0
13039.44,0.198178,5,0.192796,0
2095.56,0.286026,5,0.896917,1
12111.49,0.258159,4,0.696552,1
13344.98,0.679947,1,0.650612,0
3364.13,0.946916,5,0.959236,1
11869.72,0.863250,3,0.435555,1
6064.75,0.484218,5,0.334325,1
11857.53,0.843278,4,0.662451,1
3202.95,0.739975,2,0.995573,1
5633.06,0.437671,2,0.866998,1
12609.97,0.253051,5,0.593307,1
12181.28,0.669116,0,0.107123,0
11349.02,0.157649,4,0.930221,1
8936.18,0.046193,2,0.879137,0
5599.78,0.505724,1,0.682279,1
9179.60,0.090305,3,0.871007,0
4214.24,0.870339,3,0.521739,1
2170.45,0.360791,1,0.164301,0
12628.43,0.317455,0,0.723909,0
4162.66,0.640909,5,0.186508,1
13850.88,0.366885,4,0.864077,1
9604.89,0.651037,1,0.008120,0
9401.46,0.581848,2,0.016458,0
3467.22,0.447310,4,0.414780,1
4270.11,0.009689,1,0.585594,0
12439.53,0.417864,0,0.293351,0
10316.47,0.153991,2,0.052076,0
8268.46,0.696979,2,0.711589,1
14103.09,0.077962,5,0.652120,0
13137.58,0.602913,4,0.503469,1
8256.37,0.979257,4,0.199865,1
2733.21,0.223028,4,0.841803,1
10460.90,0.871670,5,0.946444,1
4513.42,0.533865,4,0.634890,1
2241.91,0.628547,4,0.156691,1
11325.80,0.721414,4,0.903551,1
2282.99,0.539948,1,0.941715,1
2488.30,0.753150,0,0.622025,1
3209.52,0.826433,5,0.987763,1
11534.14,0.912129,2,0.109313,0
3782.02,0.300661,1,0.924519,1
10768.47,0.158980,5,0.985678,1
13740.58,0.385265,3,0.831469,1
8298.15,0.845821,1,0.736297,1
13219.57,0.230662,1,0.332426,0
3769.77,0.766388,3,0.188664,1
6998.74,0.689490,5,0.009393,1
2556.67,0.302428,5,0.226726,1
2563.16,0.936052,0,0.347362,1
2587.18,0.403874,5,0.571618,1
10318.21,0.816115,1,0.018661,0
2199.31,0.915686,4,0.289587,1
7919.89,0.293451,1,0.957613,0
5599.30,0.082327,0,0.991455,0
2628.54,0.878139,0,0.593410,1
4046.25,0.130155,0,0.185411,0
4487.50,0.676123,4,0.591828,1
13934.33,0.257984,0,0.568131,0
5636.39,0.673495,4,0.345597,1
8529.44,0.432883,5,0.781045,1
9148.47,0.209631,0,0.705697,0
8854.75,0.960985,4,0.908761,1
11083.87,0.748540,3,0.191945,1
2136.89,0.475509,0,0.865230,1
11789.97,0.700390,4,0.828727,1
7827.98,0.438757,1,0.972453,1
12970.05,0.553888,5,0.248366,1
3702.54,0.523459,3,0.079357,1
7261.43,0.176146,2,0.067724,0
3270.40,0.538472,0,0.455781,0
8656.87,0.322116,0,0.603073,0
7884.86,0.069620,4,0.856801,1
5721.52,0.597936,5,0.999953,1
4688.10,0.373214,3,0.672954,1
9734.10,0.677028,4,0.081343,1
3474.94,0.080879,1,0.217285,0
4244.51,0.519759,5,0.097939,1
5544.81,0.063316,4,0.935003,1
4124.67,0.015585,5,0.663134,1
7511.82,0.008771,3,0.534282,0
2348.11,0.805270,4,0.210551,1
7350.59,0.560122,3,0.937636,1
4420.45,0.823862,0,0.350122,1
12851.24,0.988301,0,0.133727,0
8989.65,0.537039,5,0.861036,1
2521.55,0.589507,1,0.919206,1
14209.75,0.522485,2,0.492300,0
14479.54,0.839500,5,0.129552,1
5639.62,0.043425,3,0.136867,0
13655.70,0.688529,5,0.668163,1
3456.15,0.683922,2,0.283968,1
2909.12,0.048789,5,0.534691,1
12890.59,0.397796,5,0.761458,1
11184.12,0.311697,0,0.475808,0
3972.10,0.208472,3,0.773688,1
2241.14,0.510703,0,0.391968,0
14479.78,0.876425,4,0.543907,1
9172.93,0.778242,3,0.635902,1
13044.31,0.090340,3,0.894574,0
12967.82,0.547206,1,0.743021,0
4647.89,0.411110,3,0.781141,1
4896.09,0.150258,0,0.139976,0
13552.25,0.545141,2,0.826191,1
12752.65,0.153492,5,0.778831,1
8930.63,0.923897,1,0.437407,1
12642.84,0.609086,4,0.317011,1
2653.94,0.840530,3,0.703337,1
6736.47,0.876842,2,0.907012,1
12929.43,0.366884,5,0.006661,0
14110.57,0.194841,5,0.709706,1
7836.95,0.803381,1,0.678642,1
2345.44,0.422594,4,0.149759,1
5487.73,0.987096,5,0.097741,1
13572.69,0.474027,1,0.323393,0
8874.15,0.370571,5,0.718752,1
8535.76,0.917659,2,0.796163,1
5142.25,0.582645,2,0.982384,1
5783.37,0.308534,4,0.331498,1
9127.85,0.741713,5,0.033255,1
2944.30,0.190392,1,0.357693,0
8970.51,0.808009,0,0.109907,0
14631.55,0.327437,2,0.609204,0
13992.86,0.138489,5,0.153438,0
14366.46,0.023104,0,0.805572,0
6176.44,0.435662,4,0.839096,1
5984.33,0.379498,4,0.075672,0
10443.48,0.446127,4,0.767615,1
11439.84,0.841070,2,0.991942,1
12102.86,0.750160,1,0.379712,0
13152.66,0.868542,4,0.414121,1
6500.54,0.795057,3,0.987216,1
6098.33,0.745491,1,0.794528,1
3626.50,0.984876,1,0.120591,1
9918.36,0.334075,3,0.898813,1
5112.99,0.435061,0,0.857975,0
9591.48,0.042714,2,0.879303,0
11950.09,0.353776,4,0.558848,1
14397.12,0.425148,3,0.308693,0
9012.89,0.438482,1,0.501325,0
11421.90,0.859556,5,0.180946,1
5680.21,0.196446,4,0.698888,1
8183.38,0.806451,1,0.392868,1
7673.00,0.200133,1,0.487212,0
5280.69,0.189138,4,0.762448,1
9495.38,0.114002,4,0.802148,1
10184.54,0.807051,2,0.391744,1
7024.44,0.182901,4,0.848368,1
10648.45,0.466698,5,0.675897,1
6546.28,0.498327,5,0.106870,1
8047.50,0.948625,4,0.877033,1
8920.20,0.574611,0,0.785925,0
10476.21,0.271087,3,0.342997,0
3243.98,0.013878,5,0.338630,1
10713.00,0.856793,3,0.617366,1
5173.98,0.130939,5,0.936964,1
11971.52,0.995037,1,0.004344,0
9532.02,0.889490,4,0.971376,1
12743.73,0.585944,0,0.532555,0
5782.00,0.144819,4,0.339347,0
9261.82,0.362706,5,0.618852,1
3987.45,0.787408,3,0.107395,1
7056.52,0.070535,4,0.652903,1
3171.08,0.561161,2,0.746831,1
14540.60,0.160095,1,0.877186,0
11592.95,0.691967,3,0.016078,0
6095.02,0.400287,4,0.447021,1
10932.03,0.793398,4,0.579791,1
11711.55,0.853336,3,0.264269,1
12614.24,0.572511,4,0.637541,1
7386.95,0.429827,2,0.807390,1
